,gps_time,alt,amb,ch4,ch4d,ch4cal,co,co2,co2d,co2cal,cod,cog,gasp,h2o,hdop,heading,lat,lon,pressure,rd1,rd2,sog,t,temp,wd_corr,wd_uncorr,ws_corr,ws_uncorr
0,2022-06-14 18:07:04.800,113.9,24.9328795909,1.9928424818,2.02288338411,2.030408222218851,0.0256914465994,405.633148635,420.090739169,416.2605013270094,0.0636987071833,0.0,50.6160857731,13492.3363635,4.8,202.5,43.6611,-79.3988983333,1003.2,9.86339063636,24.6380608636,0.0,22.2454485,22.5,86.4,241.8,0.5,1.0
1,2022-06-14 18:07:05.800,175.2,24.9367060932,1.99937231845,2.01790178222,2.0246002996988515,0.0981154918303999,406.357110419,422.888326001,415.8216339500095,0.0912743490418,0.0,50.5331652671,13561.1200399,3.0,202.5,43.6610766667,-79.398905,1003.1,9.8611135064,24.6378094589,0.0,22.2460716234,22.5,71.4,244.7,0.4,1.1
2,2022-06-14 18:07:06.800,185.3,24.9442807292,1.99590154372,2.01940800848,2.031760947348851,0.0678266771579,405.860619301,426.625416988,416.64531266600943,0.0261936106751,0.0,50.541593264,13579.2988836,3.0,202.5,43.6610566667,-79.39888,1003.2,9.8635586528,24.6381936389,0.0,22.2474777361,22.5,86.2,235.4,0.6,1.1
3,2022-06-14 18:07:07.900,194.4,24.9435,1.99642,2.02448752785,2.0276813313088518,0.00856604,406.319,430.517310798,416.0499731450095,0.0219927184862,0.0,50.6128,13569.2627277,3.0,202.5,43.6610433333,-79.3989183333,1003.2,9.86316,24.6375,0.0,22.2475,22.6,88.6,241.4,0.7,1.2
4,2022-06-14 18:07:08.800,204.4,24.9470045099,2.00078487074,2.0205961823800003,2.028965779068851,0.0518628472315999,406.410093609,433.766103357,416.65327400700943,0.0402843087905,11.0,50.53238186,13537.218228,3.0,202.4,43.6610133333,-79.3989383333,1003.2,9.86227097415,24.6385524955,0.1,22.2484221688,22.6,102.8,251.2,0.5,1.2
5,2022-06-14 18:07:09.800,212.4,24.9534489619,1.99782273873,2.01749942107,2.032884566468851,0.000372514626053,406.052378258,437.011605181,416.66096804600943,0.00289209898185,87.2,50.5522094758,13565.8001857,3.0,202.3,43.6609916667,-79.3989366667,1003.1,9.86168575688,24.635271442,0.0,22.249828709000003,22.6,92.7,256.2,0.6,1.1
6,2022-06-14 18:07:10.800,219.9,24.9519568454,1.99318927127,2.0207112145700004,2.030094374798851,0.0132299019991,406.345147843,440.090465033,416.3365737040095,0.0670413396434,67.3,50.6204651563,13529.7481446,3.0,202.3,43.6609633333,-79.3989566667,1003.2,9.86103589974,24.6256852856,0.0,22.2507979004,22.6,104.6,246.4,0.5,1.0
7,2022-06-14 18:07:11.800,224.1,24.9541605432,1.99753121801,2.01902160686,2.025475993878852,0.0617085501058,406.61247215300006,441.569731522,416.6398516580095,0.0932771479309999,87.4,50.5616836301,13583.915742299998,3.0,202.2,43.66093,-79.3989983333,1003.1,9.86363913886,24.6375142436,0.1,22.2538854616,22.6,166.8,254.2,0.3,1.0
8,2022-06-14 18:07:12.800,227.1,24.963442955300003,1.99864928965,2.01900413566,2.029464378318851,0.0757635090061,406.931833508,442.486442939,416.8378280620095,0.0560495071799999,30.5,50.5172328401,13598.6214711,3.0,202.2,43.6609283333,-79.3990266667,1003.1,9.86304815962,24.637566132,0.1,22.2555093165,22.6,206.3,334.7,0.2,0.8
9,2022-06-14 18:07:13.800,226.5,24.9645001013,1.9928125835900004,2.02310075233,2.030583458958851,0.00323694300137,406.359224925,443.214219526,417.1790653430095,0.079113871539,24.9,50.6317170212,13480.4764178,3.0,202.3,43.6609166667,-79.3990516667,1003.1,9.86367883485,24.6332281662,0.0,22.2537800405,22.6,173.1,0.5,0.3,0.2
10,2022-06-14 18:07:14.800,224.6,24.967314608,1.99704923816,2.01930436698,2.024842958518851,0.0441805351618,406.938847633,442.109477706,416.60869688700944,0.037725451642,284.8,50.5570732619,13525.8745581,3.0,202.3,43.6609033333,-79.3990583333,1003.1,9.86431093935,24.6365696006,0.0,22.2548403476,22.6,149.9,342.8,0.4,0.7
11,2022-06-14 18:07:15.800,221.3,24.9721389288,1.9974689184,2.01673257346,2.0291942870988517,0.0780901191913,407.015677597,440.950394811,417.2116590500095,0.095246343509,138.7,50.5038185519,13613.3468937,3.0,202.4,43.6609016667,-79.39909499999999,1003.1,9.8627444181,24.6323810504,0.0,22.2562378991,22.6,119.8,302.3,0.6,0.9
12,2022-06-14 18:07:16.800,217.3,24.9711770083,1.99531189965,2.02253844696,2.029607265668851,0.0527946899436999,406.531470918,440.442978202,417.2866158540095,0.101954536892,172.0,50.6355908582,13629.9286542,3.0,202.4,43.6609233333,-79.3991783333,1003.2,9.862581003089998,24.6314787396,0.0,22.2567331558,22.6,131.1,280.3,0.8,1.6
13,2022-06-14 18:07:17.800,209.6,24.9769267728,1.99741845812,2.01985577035,2.0275868075288512,0.0262612451467,407.037099397,438.899344308,416.8295754610094,0.0519502581019,133.0,50.5496146176,13682.8404882,3.0,202.4,43.66095,-79.3992016667,1003.2,9.86342634854,24.6272172387,0.0,22.2579115617,22.6,138.3,288.9,1.1,1.6
14,2022-06-14 18:07:18.800,201.0,24.985743970100003,1.99755005908,2.01670618313,2.029821333268851,0.0150730571706,406.924211887,437.204825409,417.3528808770095,0.0,153.4,50.5105590587,13653.4964163,3.0,202.4,43.660975,-79.39919499999999,1003.2,9.86519567577,24.6377255165,0.0,22.2591262443,22.6,140.2,292.5,1.0,1.9
15,2022-06-14 18:07:19.800,190.6,24.9849971265,1.99104807487,2.02040574884,2.029803514988852,0.000839648951089,406.466890821,435.96905787800006,417.2173237020094,0.0,30.1,50.6224683894,13469.579503100002,3.0,202.4,43.6609983333,-79.3991716667,1003.2,9.8656148849,24.6294954025,0.1,22.2611704023,22.7,135.5,294.7,1.1,2.4
16,2022-06-14 18:07:20.800,178.2,24.9866744235,1.99667543994,2.02043681139,2.023217048868851,0.016988761324,407.058569405,434.144181594,416.7531834880095,0.0,165.5,50.5662246363,13512.2599524,3.0,202.4,43.6610316667,-79.3991633333,1003.2,9.86042904707,24.636062988400003,0.0,22.2618300235,22.7,137.8,291.5,0.8,1.7
17,2022-06-14 18:07:21.800,168.2,24.9900713374,1.9988745388,2.01782803468,2.029276304518851,0.0695370844753,407.32578349,432.594672071,417.42215305700944,0.0656713290429,169.5,50.5297077417,13633.0858829,3.0,202.4,43.6610616667,-79.39915,1003.1,9.86017910273,24.6288141717,0.0,22.263168259,22.7,130.4,288.4,0.7,1.4
18,2022-06-14 18:07:22.800,160.0,24.9932748217,1.99132837477,2.01866234699,2.031047869208851,0.00204817659792,406.7165153730001,431.680811602,417.6252487710095,0.0952681002412,121.6,50.6314078923,13514.032541799996,3.0,202.5,43.6610883333,-79.39913,1003.2,9.86313574377,24.6335440374,0.0,22.2632797148,22.7,144.5,290.6,0.6,1.1
19,2022-06-14 18:07:23.800,153.8,24.994442147,1.9962030535,2.02114501913,2.023695128078851,0.0199245896422,407.151008651,430.30545383,417.0420221290095,0.1456576231179999,155.5,50.5780537468,13507.7761678,3.0,202.5,43.66111,-79.39911500000001,1003.1,9.86163313635,24.6377338857,0.1,22.2647520653,22.7,138.5,298.7,0.4,1.0
20,2022-06-14 18:07:24.800,148.4,24.997373970100004,1.99847350284,2.01905696403,2.0285320908288518,0.0457589570275999,406.792914843,428.868385528,417.4487472510095,0.0931567949062,133.8,50.5579928424,13542.366417200004,3.0,202.5,43.6611316667,-79.3990983333,1003.1,9.86497818872,24.6365385846,0.0,22.2656456617,22.7,112.6,291.3,0.4,0.6
21,2022-06-14 18:07:25.800,141.8,25.0025675268,1.9941802867900005,2.02108404879,2.030691273838851,0.0218003629222,406.628636561,428.366711653,417.0930505600095,0.0535798186582,121.4,50.5751755205,13546.185888499998,3.0,202.5,43.6611566667,-79.399085,1003.2,9.86479257346,24.6361446953,0.0,22.2668440502,22.7,112.4,285.8,0.2,0.8
22,2022-06-14 18:07:26.800,136.2,25.0018085427,1.99616066935,2.02212445193,2.026536734328851,0.0582379396933,406.717057689,428.523732884,416.94913937700943,0.0604873528218999,143.9,50.5862416078,13541.160282700002,3.0,202.5,43.6611783333,-79.3990716667,1003.2,9.86348903115,24.6373071558,0.0,22.2679217085,22.7,63.8,91.5,0.2,0.3
23,2022-06-14 18:07:27.800,131.3,25.0067623581,1.9962728522,2.01968272363,2.028585896668851,0.051998713091,406.752200562,428.86478454,417.0448328060094,0.024192008654,142.0,50.54090596819999,13531.156504,3.0,202.4,43.6612016667,-79.3990633333,1003.1,9.8617576165,24.6419307385,0.0,22.269242983,22.7,112.4,214.8,0.2,0.4
24,2022-06-14 18:07:28.800,127.4,25.0104412496,1.99453754989,2.0225198871,2.028454394708852,0.0594576528799,406.79820594,429.93365807,417.03461821700944,0.0274502501885,193.3,50.6024218683,13579.646243599998,3.0,202.4,43.6612216667,-79.39905999999999,1003.1,9.86275596177,24.6368003761,0.1,22.270975875,22.7,131.5,270.0,0.4,0.6
25,2022-06-14 18:07:29.800,126.6,25.011635294,1.9952369852,2.02335585217,2.0268889783288517,0.0265573704634,407.736830817,430.450271135,417.1422672130095,0.0815789300314,164.2,50.5957852981,13574.7695255,3.0,202.3,43.6612283333,-79.399055,1003.1,9.86329492665,24.6340286766,0.0,22.2711720588,22.7,129.0,287.2,0.5,0.9
26,2022-06-14 18:07:30.800,124.4,25.0143562019,1.99630515498,2.0189919481,2.027793889528851,0.0800193909416,408.735100806,429.853980276,418.1189693460095,0.0372643366115999,160.0,50.5404627902,13571.9731145,3.0,202.3,43.66124,-79.39905,1003.2,9.8618648452,24.6354992256,0.0,22.2723527133,22.7,115.1,279.7,0.8,1.1
27,2022-06-14 18:07:31.800,125.6,25.0187231972,1.99487569703,2.0201284129,2.028384618548851,0.0247162516267,409.532001852,429.708257938,419.0339076540095,0.0,157.6,50.5617800507,13530.3470146,1.7,202.4,43.66124,-79.399045,1003.1,9.86269882796,24.6401678483,0.0,22.2739534255,22.7,90.0,259.8,0.7,1.7
28,2022-06-14 18:07:32.800,127.7,25.0207353455,1.99424418184,2.02198003363,2.027014784128851,0.0121376290089,411.564359586,429.455893878,419.8505931310095,0.0,130.4,50.5988434435,13466.14354,1.7,202.4,43.6612383333,-79.3990383333,1003.2,9.86083753158,24.6317860791,0.0,22.2753045134,22.7,98.3,246.9,1.0,1.5
29,2022-06-14 18:07:33.800,128.4,25.025154636,1.99539508127,2.0171074363,2.0265258984888512,0.0633435583003,414.407238771,428.021759455,421.9602842780095,0.0196529098065,135.2,50.5379257506,13619.1920558,1.7,202.5,43.661245,-79.3990416667,1003.0,9.86485557053,24.6282896587,0.0,22.2766005859,22.7,89.4,256.5,0.9,1.8
30,2022-06-14 18:07:34.800,126.1,25.0298164969,1.99070751833,2.01949899956,2.027764715418851,0.0911501831632,417.13205102,427.72665244,424.8087123140095,0.0891959843235,102.9,50.5534848071,13512.1431114,1.7,202.6,43.661255,-79.3990516667,1003.2,9.863510198,24.6314835316,0.0,22.2781164969,22.7,76.6,241.9,0.8,1.9
31,2022-06-14 18:07:35.800,126.2,25.0312724276,1.99178976422,2.02099512296,2.022783113528851,0.0268827042749,420.73364608,427.231205535,427.6062991460095,0.130076662806,300.8,50.5973921346,13428.4698162,1.7,202.6,43.661255,-79.3990516667,1003.1,9.86112647619,24.6377324143,0.0,22.2790862138,22.7,82.7,234.5,1.0,1.5
32,2022-06-14 18:07:36.800,126.7,25.0366287577,1.99700322473,2.01775903816,2.024289339788851,0.0212734596068,424.6469944580001,426.09054718,431.3433901330095,0.0374936385494,139.5,50.5449121448,13616.271565,1.7,202.6,43.6612583333,-79.39905,1003.2,9.86117264313,24.6414791532,0.0,22.2803102373,22.7,66.1,233.8,0.7,1.8
33,2022-06-14 18:07:37.800,127.3,25.0423712217,1.99308229393,2.01910331577,2.029368859158851,0.039019125849,427.915154375,425.408578002,435.2352839430095,0.0,67.8,50.5587097008,13538.7759284,1.7,202.7,43.6612583333,-79.3990466667,1003.1,9.86281417193,24.639760165300004,0.0,22.2812359729,22.7,17.6,209.4,0.6,1.3
34,2022-06-14 18:07:38.800,129.5,25.0429474564,1.99004059815,2.02207505565,2.0254775136888514,0.00263422886137,430.997396569,424.6047852530001,438.48407650200943,0.0271242164057999,349.0,50.6046049699,13387.525556899998,1.7,202.7,43.6612516667,-79.3990433333,1003.1,9.86148133069,24.6293752236,0.0,22.2824764013,22.7,23.6,171.6,0.4,1.3
35,2022-06-14 18:07:39.800,131.6,25.048455936,1.9933,2.01892163864,2.0223807523788517,0.0614746436979,434.049791227,423.666832482,441.7295783260095,0.0360718970057,308.9,50.5452108211,13493.3276289,1.7,202.7,43.6612466667,-79.3990416667,1003.0,9.86133151026,24.6385754985,0.0,22.2836360875,22.7,50.6,228.3,0.4,0.4
36,2022-06-14 18:07:40.800,133.5,25.0526682185,1.99164536078,2.01682615658,2.0255925458788515,0.0899345045172999,435.601342466,423.210613091,444.8084381780095,0.0225616681578,78.7,50.5568448458,13442.0902916,1.7,202.7,43.66124,-79.3990383333,1003.1,9.86303714225,24.6396229084,0.0,22.2849845817,22.8,40.1,204.3,0.5,1.1
37,2022-06-14 18:07:41.800,138.1,25.0532498182,1.9914376139400003,2.01825050521,2.023902938168851,0.0521896433502,436.439613616,422.760474206,446.2877046670095,0.179096207375,302.5,50.6047968124,13485.2343222,1.7,202.7,43.6612183333,-79.3990283333,1003.1,9.86131682683,24.6373004847,0.0,22.286107065,22.8,74.9,211.5,0.8,1.2
38,2022-06-14 18:07:42.800,143.6,25.0590872147,1.99559066356,2.01727116124,2.023885466968851,0.0775771225719,437.185807059,421.825315745,447.2044160840095,0.112689222751,108.6,50.5244170331,13657.1649221,1.7,202.6,43.6612,-79.39902,1003.1,9.86044872781,24.6327469569,0.0,22.287865765,22.8,30.8,215.7,1.0,2.1
39,2022-06-14 18:07:43.800,147.0,25.0627921249,1.99229695979,2.01979744079,2.027982083638851,0.0354869390175,436.187670889,421.39591967,447.93219267100943,0.0153291211689,256.2,50.5547019383,13622.145159399995,1.7,202.9,43.661190000000005,-79.39902,1003.2,9.86101802908,24.636766608,0.0,22.2885111307,22.8,11.1,175.9,1.3,2.1
40,2022-06-14 18:07:44.800,151.0,25.0640535468,1.9891856001,2.02023897127,2.024185698288851,0.0933383528497,434.9922613,421.231570861,446.8274508510095,0.0,114.2,50.619800509,13478.800614500002,1.7,203.3,43.6611716667,-79.399015,1003.2,9.86284713259,24.6392118527,0.0,22.2889656091,22.8,8.1,169.0,1.1,2.5
41,2022-06-14 18:07:45.800,154.1,25.0698868396,1.99495424851,2.01919052996,2.021613904768851,0.100636928068,434.459451731,420.175975664,445.66836795600943,0.0527459029531999,18.2,50.5447897602,13491.5503913,1.2,203.1,43.6611616667,-79.3990133333,1003.1,9.86440535156,24.6374216518,0.0,22.2909445871,22.8,45.7,181.0,1.2,2.4
42,2022-06-14 18:07:46.800,152.0,25.0727966907,1.99226050121,2.01379785583,2.027419778268851,0.0506238830901999,432.902957709,419.621113961,445.1609513470094,0.00922897177921,275.6,50.5657344214,13635.0496831,1.2,203.1,43.66117,-79.3990216667,1003.2,9.86558284895,24.637080865100003,0.0,22.2921900721,22.8,49.7,210.4,0.9,2.0
43,2022-06-14 18:07:47.800,149.0,25.075047050100004,1.98906783575,2.01831523721,2.024737101658851,0.0,431.233243801,419.576191229,443.6173174530095,0.126914249856,12.3,50.6274091808,13460.8149076,1.2,203.1,43.6611733333,-79.399025,1003.2,9.86559751655,24.637603281,0.0,22.29292941,22.8,50.7,207.7,0.9,1.6
44,2022-06-14 18:07:48.800,147.4,25.0790085872,1.99271245779,2.01628623115,2.021587514438851,0.0,430.06051491,419.211082321,441.9227985540095,0.0192267250152,65.7,50.5670427777,13501.822601299998,1.2,203.1,43.66117,-79.3990283333,1003.1,9.8644578595,24.638194585700003,0.1,22.2940336859,22.8,35.6,213.2,0.7,1.7
45,2022-06-14 18:07:49.800,146.4,25.0840282904,1.99322269291,2.0171494126,2.025287080148851,0.0,428.299105161,418.4214341,440.6870310230095,0.028672997611,88.6,50.5470430403,13519.9600286,1.2,203.0,43.6611683333,-79.39903000000001,1003.2,9.86392325264,24.6406798412,0.1,22.2952720499,22.8,350.9,166.1,0.7,1.3
46,2022-06-14 18:07:50.800,145.4,25.0859530355,1.99060937309,2.0186147391,2.025318142698852,0.062328136637,426.766832285,418.387039582,438.8621547390095,0.00327212275435,23.9,50.5992197441,13411.4765633,1.2,203.0,43.6611633333,-79.3990316667,1003.0,9.86481887588,24.6359240497,0.0,22.2959564043,22.8,0.7,155.3,0.3,0.8
47,2022-06-14 18:07:51.800,144.6,25.0863628665,1.99113547241,2.01416012684,2.022709365988851,0.0941220701623,425.798254047,417.311676905,437.3126452160095,0.0,35.9,50.5760979349,13533.2276766,1.2,202.9,43.6611583333,-79.39903000000001,1003.1,9.86425228009,24.6308244299,0.0,22.297671227,22.8,37.8,159.2,0.5,0.7
48,2022-06-14 18:07:52.800,144.0,25.0911974823,1.99380379396,2.01758147968,2.023543678298851,0.141081084724,424.52496903,417.210569632,436.3987847470094,0.0,290.3,50.5374025177,13540.1595584,1.2,202.9,43.661155,-79.399025,1003.1,9.86319385762,24.632442975,0.0,22.2992725365,22.8,61.1,200.6,0.5,0.8
49,2022-06-14 18:07:53.800,143.4,25.0930116526,1.99177440185,2.01985546833,2.026026350438851,0.0914993128322,423.073015162,417.119834842,435.02342697500944,0.0,95.4,50.57876497,13440.8832806,1.2,202.6,43.66115,-79.3990233333,1003.1,9.86567451664,24.6330233052,0.0,22.2999527038,22.9,64.3,229.6,0.6,0.9
50,2022-06-14 18:07:54.800,141.7,25.0933402163,1.99361707631,2.01874312456,2.023938295338851,0.0518838083816999,422.564863589,416.003786463,433.5863586730095,0.0,97.3,50.5777920774,13417.4443045,1.1,202.6,43.66115,-79.3990233333,1003.2,9.86465690996,24.6345260345,0.0,22.3013147224,22.9,67.0,219.4,0.6,1.3
51,2022-06-14 18:07:55.800,140.9,25.0975871163,1.99475582836,2.01593010717,2.0259653800988517,0.0599988931276999,422.71745398,415.70996338,433.0846847980095,0.0133003473675,75.8,50.543779755100005,13441.672525,1.1,202.5,43.6611466667,-79.3990183333,1003.2,9.86126539884,24.6336975462,0.0,22.3023306748,22.9,64.7,221.4,0.7,1.4
52,2022-06-14 18:07:56.800,140.0,25.1001168885,1.99236995885,2.01821332717,2.027005783238851,0.0244987111543,423.048972423,415.505410351,433.2417060290095,0.000430115724675,118.9,50.5974948961,13420.4133087,1.1,202.4,43.66115,-79.39902,1003.1,9.86228579365,24.6360508711,0.1,22.3052468788,22.9,62.6,221.7,0.6,1.2
53,2022-06-14 18:07:57.800,139.8,25.1018959349,1.9950915852,2.01994691255,2.024564054938851,0.0267779651083,424.098195078,415.681163485,433.5827576850095,0.0207995818041,16.1,50.5795182957,13395.6699232,1.1,202.4,43.6611516667,-79.39902,1003.1,9.86285979678,24.6373800814,0.0,22.3051406505,22.9,63.9,228.2,1.0,1.5
54,2022-06-14 18:07:58.800,140.0,25.1075121094,1.99588928136,2.01033644032,2.0274012184088512,0.0801351989641,424.605426477,414.442152444,434.65163121500944,0.053110812133,339.8,50.524405854,13663.1572678,1.1,202.4,43.661155,-79.3990216667,1003.2,9.8625165336,24.6357527611,0.0,22.3068904859,22.9,67.2,219.1,1.0,2.2
55,2022-06-14 18:07:59.800,139.9,25.1093657717,1.99176642908,2.01707328181,2.028237183478851,0.0404319304369,424.048569056,415.173713965,435.1682442800095,0.0652920756564,130.2,50.6017814885,13344.7444709,1.1,202.5,43.6611616667,-79.3990266667,1003.2,9.86319281888,24.6326104694,0.0,22.3079280536,22.9,76.4,223.4,0.8,1.8
