,gps_time,alt,amb,ch4,ch4d,co,co2,co2d,cod,cog,gasp,h2o,hdop,heading,lat,lon,pressure,rd1,rd2,sog,t,temp,wd_corr,wd_uncorr,ws_corr,ws_uncorr
0,2023-05-17 17:22:25.500,117.6,24.0602977401,2.00124291979,2.01982126392,0.0751788504961,432.085914804,432.037957212,0.129937137736,134.6,50.5596765421,4300.88431734,1.1,208.6,43.6612216667,-79.3989366667,1004.3,9.87499131525,,0.0,22.7359731751,15.8,152.4,303.9,4.0,7.7
1,2023-05-17 17:22:26.500,117.6,24.056673202,1.99961214061,2.01331952005,0.168740626023,431.897204174,431.275703189,0.0738288739552,123.5,50.6134157275,4205.29778024,1.1,208.8,43.6612216667,-79.3989366667,1004.4,9.8745036601,,0.0,22.7345929857,15.8,149.3,294.3,3.6,6.4
2,2023-05-17 17:22:27.500,117.6,24.0521074013,1.99962041985,2.01696293005,0.109209405637,432.219798305,432.127502264,0.0138897661545,242.7,50.6218806266,4273.57932275,1.1,209.0,43.6612216667,-79.3989366667,1004.4,9.87431849896,,0.0,22.733712474,15.7,143.4,300.0,2.7,6.1
3,2023-05-17 17:22:28.500,117.6,24.0513597849,2.00161980562,2.02004995394,0.127683881895,432.475103417,431.786154701,0.0883261505331,150.6,50.5511258543,4211.31165049,1.1,208.9,43.6612216667,-79.3989366667,1004.3,9.8728572278,,0.0,22.7330815059,15.7,148.2,300.0,3.3,6.4
4,2023-05-17 17:22:29.500,117.6,24.0467470598,1.99789745444,2.01352895634,0.120051188657,431.771219944,430.646287953,0.0217107560794,137.6,50.6155773033,4284.58700205,1.1,209.0,43.6612216667,-79.3989366667,1004.4,9.87319017,,0.0,22.7326163313,15.6,157.3,311.1,2.5,4.4
5,2023-05-17 17:22:30.500,117.6,24.0425468841,1.99967843695,2.02002334801,0.10447055965,432.015317317,431.928987491,0.0116885363302,192.5,50.6328919965,4169.70570817,1.1,209.2,43.6612216667,-79.3989366667,1004.4,9.87150750254,,0.0,22.731873442,15.6,153.2,301.6,2.5,5.0
6,2023-05-17 17:22:31.500,117.6,24.0388979368,2.00206026434,2.02036,0.082603687274,432.155680525,431.613,0.0787786,213.5,50.5789605411,4240.94,1.1,209.2,43.6612216667,-79.3989383333,1004.4,9.87301300456,,0.1,22.7314369117,15.6,154.9,309.5,2.9,5.2
7,2023-05-17 17:22:32.500,117.6,24.0369411059,2.00048313799,2.01699039108,0.0750469637158,431.317691581,431.442932067,0.0397655821507,213.2,50.6058475656,4337.82442602,1.1,209.2,43.6612216667,-79.3989383333,1004.4,9.87520364754,,0.1,22.7304938708,15.5,147.3,295.3,2.7,5.8
8,2023-05-17 17:22:33.500,117.6,24.0328730438,2.00299606812,2.02029972068,0.0744003054164,431.320326693,431.717694968,0.124811653343,201.2,50.6335544402,4106.42819094,1.1,208.7,43.6612216667,-79.3989383333,1004.3,9.87476404853,,0.1,22.7301287527,15.5,141.7,293.8,3.2,6.1
9,2023-05-17 17:22:34.500,117.6,24.028693357,2.00461264689,2.02084280317,0.0245493598172,431.715604517,431.493163216,0.137564489625,180.9,50.5854014762,4164.88876729,1.1,208.5,43.6612233333,-79.3989383333,1004.3,9.87530636699,,0.1,22.7304675524,15.5,144.5,292.5,2.9,5.6
10,2023-05-17 17:22:35.500,117.6,24.0295925544,2.00246198574,2.01861424981,0.0114846171209,430.992201593,431.043191208,0.111937876835,165.6,50.5871281709,4264.26582721,1.1,208.2,43.6612233333,-79.3989366667,1004.3,9.87350921205,,0.1,22.7287750368,15.5,138.3,288.9,3.0,6.2
